,0,1,2_2,2_3,2_4,2_5more,3,4,5,6
1493,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
1313,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,acc
1705,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,unacc
1018,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,unacc
506,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,unacc
56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
986,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,acc
1112,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
555,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
43,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,unacc
100,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,unacc
274,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
1206,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
101,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,unacc
1084,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,unacc
107,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,unacc
901,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unacc
1709,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
706,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
678,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
722,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
429,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
679,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
917,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,acc
1230,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
128,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
810,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
1106,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,vgood
1168,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
1108,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,unacc
973,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
1521,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
881,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,acc
591,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
590,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,acc
1309,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,unacc
1155,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
1010,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,acc
1378,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,unacc
857,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,acc
1280,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,good
1121,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,acc
1428,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
819,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,unacc
534,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
701,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,acc
1652,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
226,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,unacc
231,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
693,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
1471,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,acc
543,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
163,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,unacc
842,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
609,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
266,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,acc
148,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
439,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
806,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,acc
1678,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
637,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,acc
1362,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
306,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,unacc
192,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1425,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
309,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
1561,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,good
63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,unacc
926,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,unacc
1719,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
1503,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
1134,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
936,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,unacc
1043,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,acc
598,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
1188,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unacc
1295,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,vgood
1179,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
997,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,acc
218,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
631,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
286,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,acc
583,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,acc
1392,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
1718,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,vgood
361,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unacc
593,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,acc
535,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,unacc
1604,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,good
613,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,unacc
1417,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,acc
1322,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,acc
1374,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,unacc
817,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
1424,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
1246,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
619,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,acc
1074,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
1235,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,good
538,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,unacc
1036,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,unacc
757,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
589,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,acc
907,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,acc
1159,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,acc
1684,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,acc
1054,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,unacc
611,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,acc
1242,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
772,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,acc
1140,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,unacc
277,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
1336,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
1591,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,good
358,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
1472,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,vgood
236,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
781,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,acc
1435,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
1664,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,vgood
1110,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
1553,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,good
1281,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
208,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,unacc
1047,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
1470,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
1509,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
1221,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,unacc
1536,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
596,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
1524,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
1365,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
363,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
567,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
354,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
427,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,acc
1723,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,good
1387,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
1568,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
963,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
1058,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1041,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
292,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,acc
1030,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
1324,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,unacc
1580,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,vgood
118,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,unacc
1087,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
921,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
588,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
233,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,acc
1114,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
1429,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,acc
196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
1455,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
1566,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
1443,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unacc
1617,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
1544,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
1326,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
914,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,acc
380,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
1487,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1452,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
985,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,unacc
1449,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
952,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
1691,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,vgood
930,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
1236,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
310,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,acc
778,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
1494,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,unacc
938,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
1317,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
705,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
670,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
451,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,unacc
490,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
1277,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
287,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,acc
1639,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,unacc
1714,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,good
1178,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,vgood
585,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
1552,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,acc
1169,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
1033,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
888,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
1001,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
327,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
879,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
1217,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
1415,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,acc
1541,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
674,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,acc
177,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
601,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
1073,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,acc
86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1310,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,acc
1635,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
457,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,unacc
54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
1668,3.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
221,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
113,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
939,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
1068,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
765,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
174,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
1080,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unacc
1348,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,acc
18,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
423,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
1156,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,acc
285,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
1370,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
428,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,acc
1305,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
575,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
721,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,unacc
1240,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,good
214,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,unacc
1052,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,acc
326,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
560,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
1353,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
1602,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,unacc
1034,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,unacc
341,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,acc
147,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
360,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
48,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
468,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
155,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,unacc
1721,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,good
1208,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
1046,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
1506,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
500,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,unacc
179,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,unacc
1061,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
614,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
1009,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unacc
528,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
346,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
1373,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,acc
1689,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
668,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
862,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,acc
946,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,unacc
832,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,acc
243,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
1681,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
1273,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,unacc
312,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
435,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
1634,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,good
1023,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
308,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,acc
430,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,acc
370,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,unacc
566,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,acc
1554,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
181,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,unacc
1107,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
629,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
906,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
1647,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
296,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,acc
694,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,unacc
461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
1695,3.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
915,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
377,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,acc
910,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,unacc
1341,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
126,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
1067,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,acc
1576,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,acc
355,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
1399,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,acc
792,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
209,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,unacc
680,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
140,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
1717,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,good
1608,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
987,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
1539,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
900,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
1530,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
1253,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,good
1284,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
1357,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,unacc
948,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
282,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
291,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
626,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
754,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,acc
1467,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,unacc
129,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
323,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,acc
1565,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,vgood
1672,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,good
1690,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,good
786,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
669,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
922,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
820,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,unacc
158,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,unacc
755,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,acc
634,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,acc
516,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1231,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,good
597,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,unacc
1422,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
1079,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,acc
410,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
96,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
1298,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
